CABANG;PROPINSI;NO ORDER;TANGGAL;SUMBER;SERIES;HARGA JUAL;DISKON;JENIS BAYAR
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500048;21-May-22;OFFLINE;GENIO;20.500.000;0;KREDIT
FKH KEMBANG TANJONG;ACEH;BTDKBJ220300014;21-May-22;OFFLINE;SCOOPY;22.216.000;0;KREDIT
FKH AMUNTAI;KALIMANTANSELATAN;BTDAMT220500019;21-May-22;OFFLINE;PCX160;37.628.000;0;KREDIT
FKH BENGKULU;BENGKULU;BTDBKL220500026;21-May-22;OFFLINE;BEAT;19.135.000;0;KREDIT
FKH TOPOYO;SULAWESIBARAT;BTDTPY220500020;21-May-22;OFFLINE;CB150R;31.380.000;0;KREDIT
FKH PONTIANAK;KALIMANTANBARAT;BTDPNK220500061;21-May-22;OFFLINE;PCX160;33.050.000;0;KREDIT
FKH BANDAR LAMPUNG;LAMPUNG;BTDLPG220500058;21-May-22;OFFLINE;REVO;16.012.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500069;21-May-22;OFFLINE;BEAT;19.945.000;0;KREDIT
FKH KELAPA DUA 2;BANTEN;BTDKLP220500007;23-May-22;OFFLINE;BEAT;18.441.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500068;21-May-22;OFFLINE;VARIO 160;31.260.000;0;KREDIT
FKH PRINGSEWU;LAMPUNG;BTDPSW220500033;23-May-22;OFFLINE;VARIO 125;22.543.500;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220400097;21-May-22;OFFLINE;BEAT;17.435.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500047;21-May-22;OFFLINE;BEAT;20.175.000;0;KREDIT
FKH FKHC SUKABUMI;LAMPUNG;BTDSUK220500049;23-May-22;OFFLINE;VARIO 160;30.023.000;0;KREDIT
FKH KUPANG;NUSATENGGARATIMUR;BTDKPG220500047;24-May-22;OFFLINE;VARIO 125;24.366.000;0;KREDIT
FKH DARUSSALAM;ACEH;BTDDRS220400005;21-May-22;OFFLINE;SCOOPY;22.216.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500023;21-May-22;OFFLINE;VARIO 160;30.090.000;0;KREDIT
FKH KLUNGKUNG;BALI;BTDKLG220500029;24-May-22;ONLINE;SCOOPY;23.230.000;0;KREDIT
FKH SANGGAU;KALIMANTANBARAT;BTDSGU220500029;21-May-22;OFFLINE;CB150R;31.530.000;0;KREDIT
FKH KUMPEH ULUH JAMBI;JAMBI;BTDKUJ220500011;21-May-22;OFFLINE;BEAT;17.973.000;0;KREDIT
FKH LUENG BATA;ACEH;BTDLUB220500001;21-May-22;OFFLINE;BEAT;19.624.000;0;KREDIT
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500061;21-May-22;OFFLINE;SCOOPY;24.100.000;0;KREDIT
FKH UTAN;NUSATENGGARABARAT;BTDUTN220400036;21-May-22;OFFLINE;GENIO;20.595.000;0;KREDIT
FKH GORONTALO;GORONTALO;BTDGTO220500035;25-May-22;OFFLINE;SCOOPY;22.320.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220500087;23-May-22;OFFLINE;VARIO 125;24.100.000;0;KREDIT
FKH BENGKULU;BENGKULU;BTDBKL220500097;23-May-22;OFFLINE;BEAT;19.135.000;0;KREDIT
FKH UTAN;NUSATENGGARABARAT;BTDUTN220500016;21-May-22;OFFLINE;BEAT;19.945.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500037;23-May-22;OFFLINE;BEAT;18.791.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500058;23-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH KOTA TIMUR;GORONTALO;BTDKTR220500007;23-May-22;OFFLINE;VARIO 160;27.685.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500089;21-May-22;OFFLINE;GENIO;19.900.000;0;KREDIT
FKH JAILOLO;MALUKUUTARA;BTDJLO220500017;21-May-22;ONLINE;BEAT;20.200.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500061;21-May-22;OFFLINE;REVO;18.690.000;0;KREDIT
FKH TELUK JAMBE;JAWABARAT;BTDTLJ220500016;21-May-22;OFFLINE;GENIO;19.900.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500060;21-May-22;OFFLINE;BEAT;20.020.000;0;KREDIT
FKH TELUK BETUNG UTARA;LAMPUNG;BTDTBU220500014;24-May-22;OFFLINE;BEAT;19.314.500;0;KREDIT
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500032;21-May-22;OFFLINE;SCOOPY;22.939.000;0;KREDIT
FKH TELUK BETUNG UTARA;LAMPUNG;BTDTBU220500009;25-May-22;OFFLINE;GENIO;20.176.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500062;21-May-22;OFFLINE;BEAT;19.980.000;0;KREDIT
FKH MOROTAI SELATAN;MALUKUUTARA;BTDMRT220500010;21-May-22;OFFLINE;BEAT;20.600.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220400064;21-May-22;OFFLINE;VARIO 160;27.690.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500046;24-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH MOROTAI SELATAN;MALUKUUTARA;BTDMRT220400052;21-May-22;OFFLINE;BEAT;20.600.000;0;KREDIT
FKHWAITABULA;NUSATENGGARATIMUR;BTDWTB220500023;23-May-22;OFFLINE;VARIO 125;23.661.000;0;KREDIT
FKHTENGGARONG;KALIMANTANTIMUR;BTDTEN220500010;21-May-22;OFFLINE;GENIO;20.500.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500073;24-May-22;OFFLINE;VARIO 125;22.174.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220500074;23-May-22;OFFLINE;VARIO 160;28.130.000;0;KREDIT
FKH TERNATE UTARA;MALUKUUTARA;BTDTTU220500036;23-May-22;OFFLINE;BEAT;20.100.000;0;KREDIT
FKH PARINDU;KALIMANTANBARAT;BTDPRD220500008;23-May-22;OFFLINE;REVO;18.690.000;0;KREDIT
FKH AMUNTAI TENGAH;KALIMANTANSELATAN;BTDATT220500017;23-May-22;OFFLINE;SCOOPY;22.939.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500052;21-May-22;OFFLINE;VARIO 125;24.720.000;0;KREDIT
FKH TAYAH HULU;KALIMANTANBARAT;BTDTYN220500022;23-May-22;OFFLINE;REVO;18.690.000;0;KREDIT
FKH PUTUSSIBAU;KALIMANTANBARAT;BTDPSU220500035;21-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH PALEMBANG;SUMATERASELATAN;BTDPLM220500046;23-May-22;OFFLINE;VARIO 160;30.440.000;0;KREDIT
FKH CINA;SULAWESISELATAN;BTDCNA220500010;23-May-22;OFFLINE;BEAT;20.110.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500071;25-May-22;OFFLINE;VARIO 160;28.050.000;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500034;23-May-22;OFFLINE;PCX160;38.397.000;0;KREDIT
FKH SANGGAU;KALIMANTANBARAT;BTDSGU220500027;21-May-22;OFFLINE;REVO;18.690.000;0;KREDIT
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500056;21-May-22;OFFLINE;BEAT;20.090.000;0;KREDIT
FKH SOFIFI;MALUKUUTARA;BTDSFI220500020;23-May-22;ONLINE;REVO;17.850.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500133;21-May-22;OFFLINE;VARIO 160;29.250.000;0;KREDIT
FKH BANJARMASIN;KALIMANTANSELATAN;BTDBJM220500033;23-May-22;OFFLINE;SUPRAX125;19.711.000;0;KREDIT
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500043;21-May-22;OFFLINE;GENIO;21.120.000;0;KREDIT
FKH LEMBUR SITU;JAWABARAT;BTDLBS220500007;23-May-22;OFFLINE;GENIO;19.850.000;0;KREDIT
FKH BANDAR LAMPUNG;LAMPUNG;BTDLPG220500053;24-May-22;OFFLINE;VARIO 125;23.579.500;0;KREDIT
FKH FKHC KAMPUNG MELAYU;BENGKULU;BTDKPY220500004;23-May-22;OFFLINE;REVO;15.660.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500062;24-May-22;OFFLINE;VARIO 160;28.790.000;0;KREDIT
FKH MOROTAI SELATAN;MALUKUUTARA;BTDMRT220500013;21-May-22;ONLINE;SCOOPY;23.650.000;0;KREDIT
FKH ROTE;NUSATENGGARATIMUR;BTDRTE220500017;21-May-22;OFFLINE;VARIO 125;24.888.000;0;KREDIT
FKH BARUGA;SULAWESITENGGARA;BTDBRG220500011;23-May-22;OFFLINE;SCOOPY;24.100.000;0;KREDIT
FKH WAWOTOBI;SULAWESITENGGARA;BTDWAW220500012;25-May-22;OFFLINE;BEAT;21.540.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500056;23-May-22;OFFLINE;PCX160;32.244.000;0;KREDIT
FKH KUPANG;NUSATENGGARATIMUR;BTDKPG220500051;23-May-22;OFFLINE;BEAT;20.221.000;0;KREDIT
FKH BACAN;MALUKUUTARA;BTDBCN220500047;23-May-22;OFFLINE;REVO;18.130.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500108;24-May-22;OFFLINE;PCX160;31.894.000;0;KREDIT
FKH SAWAH BESAR;DKIJAKARTA;BTDSWB220400129;23-May-22;OFFLINE;PCX160;32.244.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500149;23-May-22;OFFLINE;VARIO 160;29.250.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500026;25-May-22;OFFLINE;BEAT;20.865.000;0;KREDIT
FKH PUTUSSIBAU;KALIMANTANBARAT;BTDPSU220500036;23-May-22;OFFLINE;VARIO 160;30.540.000;0;KREDIT
FKH SUKABUMI;JAWABARAT;BTDSKB220500118;23-May-22;OFFLINE;VARIO 160;26.800.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500107;23-May-22;OFFLINE;BEAT;20.100.000;0;KREDIT
FKH BATURAJA;SUMATERASELATAN;BTDBTR220500004;23-May-22;OFFLINE;SUPRAX125;21.110.000;0;KREDIT
FKH PUTUSSIBAU;KALIMANTANBARAT;BTDPSU220500037;23-May-22;OFFLINE;CRF150L;36.090.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500042;23-May-22;OFFLINE;REVO;16.600.000;0;KREDIT
FKH PRABUMULIH BARAT;SUMATERASELATAN;BTDPBR220500018;23-May-22;OFFLINE;VARIO 125;24.770.000;0;KREDIT
FKH DENPASAR;BALI;BTDDPR220500012;25-May-22;OFFLINE;PCX160;32.200.000;0;KREDIT
FKH DENPASAR;BALI;BTDDPR220500069;31-May-22;OFFLINE;BEAT;18.970.000;0;KREDIT
FKH GORONTALO;GORONTALO;BTDGRT220500025;23-May-22;OFFLINE;BEAT;20.700.000;0;KREDIT
FKH LEMBUR SITU;JAWABARAT;BTDLBS220400071;23-May-22;OFFLINE;GENIO;19.850.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500104;23-May-22;OFFLINE;BEAT;20.100.000;0;KREDIT
FKH LEMBUR SITU;JAWABARAT;BTDLBS220500025;23-May-22;OFFLINE;GENIO;19.325.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500079;23-May-22;OFFLINE;SCOOPY;23.150.000;0;KREDIT
FKH TERNATE TENGAH;MALUKUUTARA;BTDTNT220300005;24-May-22;OFFLINE;SCOOPY;23.150.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500043;23-May-22;ONLINE;SCOOPY;23.520.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500044;23-May-22;OFFLINE;VARIO 160;26.890.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500106;23-May-22;ONLINE;SCOOPY;23.150.000;0;KREDIT
FKH TERNATE TENGAH;MALUKUUTARA;BTDTNT220500027;23-May-22;OFFLINE;SCOOPY;23.150.000;0;KREDIT
FKH JENGGALA;NUSATENGGARABARAT;BTDJGL220500005;23-May-22;OFFLINE;BEAT;19.845.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500103;24-May-22;OFFLINE;SCOOPY;23.150.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500112;23-May-22;OFFLINE;BEAT;21.010.000;0;KREDIT
FKH TELUK BETUNG UTARA;LAMPUNG;BTDTBU220500019;23-May-22;OFFLINE;VARIO 160;30.023.000;0;KREDIT
FKHWAITABULA;NUSATENGGARATIMUR;BTDWTB220500022;23-May-22;OFFLINE;BEAT;20.155.000;0;KREDIT
FKH SEI RAMPAH;SUMATERAUTARA;BTDSER220500003;23-May-22;OFFLINE;GENIO;19.780.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500093;24-May-22;OFFLINE;VARIO 160;30.820.000;0;KREDIT
FKH KOTA TIMUR;GORONTALO;BTDKTR220500035;24-May-22;OFFLINE;BEAT;19.800.000;0;KREDIT
FKH UTAN;NUSATENGGARABARAT;BTDUTN220500004;23-May-22;OFFLINE;VARIO 160;31.260.000;0;KREDIT
FKH PAREPARE;SULAWESISELATAN;BTDPRE220500039;23-May-22;OFFLINE;GENIO;20.390.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500011;23-May-22;OFFLINE;BEAT;19.945.000;0;KREDIT
FKH BANDAR LAMPUNG;LAMPUNG;BTDLPG220500025;23-May-22;OFFLINE;VARIO 125;23.428.500;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500065;23-May-22;OFFLINE;BEAT;19.945.000;0;KREDIT
FKH KOTA TENGAH;GORONTALO;BTDKOT220500030;25-May-22;OFFLINE;SCOOPY;23.130.000;0;KREDIT
FKHPOMALA;SULAWESITENGGARA;BTDPOM220500003;23-May-22;OFFLINE;CBR 150R;38.470.000;0;KREDIT
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500046;23-May-22;OFFLINE;REVO;16.880.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500036;23-May-22;OFFLINE;REVO;18.570.000;0;KREDIT
FKH MANNA;BENGKULU;BTDMNA220500021;23-May-22;OFFLINE;VARIO 125;21.960.000;0;KREDIT
FKH SAWAH BESAR;DKIJAKARTA;BTDSWB220500060;23-May-22;OFFLINE;BEAT;18.791.000;0;KREDIT
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500047;23-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500051;24-May-22;OFFLINE;BEAT;20.155.000;0;KREDIT
FKH SIMBORO;SULAWESIBARAT;BTDSBR220500014;23-May-22;OFFLINE;VARIO 160;29.840.000;0;KREDIT
FKH SELEBAR;BENGKULU;BTDSLB220500007;23-May-22;OFFLINE;REVO;15.660.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500042;23-May-22;OFFLINE;VARIO 125;23.780.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500057;23-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500049;24-May-22;OFFLINE;BEAT;20.586.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500109;24-May-22;OFFLINE;GENIO;20.940.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500108;24-May-22;OFFLINE;BEAT;21.110.000;0;KREDIT
FKH MAKALE;SULAWESISELATAN;BTDMKL220500047;24-May-22;OFFLINE;BEAT;19.430.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220500083;25-May-22;OFFLINE;REVO;16.210.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500063;23-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220500045;23-May-22;OFFLINE;BEAT;19.310.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP211100422;25-May-22;OFFLINE;BEAT;18.791.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500077;24-May-22;ONLINE;SCOOPY;23.150.000;0;KREDIT
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500046;23-May-22;OFFLINE;GENIO;21.120.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500033;23-May-22;OFFLINE;GENIO;19.375.000;0;KREDIT
FKH TAYAH HULU;KALIMANTANBARAT;BTDTYN220500025;23-May-22;OFFLINE;SUPRAX125;21.050.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220400205;23-May-22;OFFLINE;GENIO;19.900.000;0;KREDIT
FKH ROTE;NUSATENGGARATIMUR;BTDRTE220500018;23-May-22;OFFLINE;VARIO 160;31.026.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500072;24-May-22;OFFLINE;VARIO 160;31.260.000;0;KREDIT
FKH PONTIANAK;KALIMANTANBARAT;BTDPNK220500064;23-May-22;OFFLINE;GENIO;20.580.000;0;KREDIT
FKH WAJO;SULAWESISELATAN;BTDWJO220500056;23-May-22;OFFLINE;VARIO 125;23.980.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500038;24-May-22;OFFLINE;SUPRAX125;21.550.000;0;KREDIT
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500042;24-May-22;OFFLINE;SUPRAX125;21.895.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220300090;24-May-22;OFFLINE;VARIO 125;24.027.500;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500157;23-May-22;OFFLINE;GENIO;20.950.000;0;KREDIT
FKH MAKALE;SULAWESISELATAN;BTDMKL220500048;23-May-22;OFFLINE;BEAT;19.650.000;0;KREDIT
FKH SEI RAYA;KALIMANTANBARAT;BTDSEI220500042;23-May-22;OFFLINE;VARIO 160;28.180.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500067;23-May-22;OFFLINE;GENIO;20.500.000;0;KREDIT
FKH MALLUSETASI;SULAWESISELATAN;BTDMLS220500009;24-May-22;OFFLINE;BEAT;19.330.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500064;23-May-22;OFFLINE;SUPRAX125;21.050.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220500108;23-May-22;OFFLINE;GENIO;20.950.000;0;KREDIT
FKH KERTAK HANYAR 2;KALIMANTANSELATAN;BTDKHY220500010;24-May-22;OFFLINE;VARIO 125;22.187.000;0;KREDIT
FKH MAMUJU;SULAWESIBARAT;BTDMMJ220500021;24-May-22;ONLINE;BEAT;20.210.000;0;KREDIT
FKH CIANJUR;JAWABARAT;BTDCJR220500026;24-May-22;OFFLINE;ADV 150;34.650.000;0;KREDIT
FKH PALOPO;SULAWESISELATAN;BTDPLP220500069;24-May-22;OFFLINE;GENIO;20.390.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220500109;23-May-22;OFFLINE;CBR 150R;37.250.000;0;KREDIT
FKH SIMBORO;SULAWESIBARAT;BTDSBR220500015;24-May-22;OFFLINE;REVO;16.670.000;0;KREDIT
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500043;24-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH SOPPENG;SULAWESISELATAN;BTDSPG220400043;23-May-22;OFFLINE;BEAT;19.550.000;0;KREDIT
FKH MEDAN TEMBUNG;SUMATERAUTARA;BTDMTB220500002;23-May-22;OFFLINE;REVO;16.130.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220300305;24-May-22;OFFLINE;PCX160;35.225.000;0;KREDIT
FKH KEPULAUAN SULA;MALUKUUTARA;BTDKKS220500006;25-May-22;OFFLINE;BEAT;21.950.000;0;KREDIT
FKH WAINGAPU;NUSATENGGARATIMUR;BTDWGP220500016;23-May-22;OFFLINE;SUPRA X 125;21.245.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500070;25-May-22;OFFLINE;GENIO;20.595.000;0;KREDIT
FKH MBAY;NUSATENGGARATIMUR;BTDMBY220500010;24-May-22;OFFLINE;BEAT;19.496.500;0;KREDIT
FKH TOPOYO;SULAWESIBARAT;BTDTPY220500023;23-May-22;OFFLINE;BEAT;19.280.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500131;27-May-22;OFFLINE;VARIO 125;23.450.000;0;KREDIT
FKH PALEMBANG;SUMATERASELATAN;BTDPLM220500027;25-May-22;OFFLINE;VARIO 125;24.420.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220300330;27-May-22;OFFLINE;VARIO 160;29.229.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500087;25-May-22;OFFLINE;VARIO 160;26.154.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500023;24-May-22;OFFLINE;SUPRAX125;21.590.000;0;KREDIT
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500033;24-May-22;ONLINE;SCOOPY;22.939.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500028;24-May-22;OFFLINE;SCOOPY;24.570.000;0;KREDIT
FKH SOE;NUSATENGGARATIMUR;BTDSOE220500032;24-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH KOTA TENGAH;GORONTALO;BTDKOT220500017;25-May-22;OFFLINE;REVO;17.120.000;0;KREDIT
FKH NEGARA;BALI;BTDNGR220500018;25-May-22;OFFLINE;BEAT;19.030.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500025;29-May-22;OFFLINE;CBR 150R;38.630.000;0;KREDIT
FKH BELIMBING;KALIMANTANBARAT;BTDBLB220500022;24-May-22;OFFLINE;CB150R;30.520.000;0;KREDIT
FKH KAMBERA;NUSATENGGARATIMUR;BTDKBE220500006;23-May-22;OFFLINE;CB150R;32.864.000;0;KREDIT
FKH PALOPO;SULAWESISELATAN;BTDPLP220500068;25-May-22;OFFLINE;REVO;18.220.000;0;KREDIT
FKH SEBERANG HULU;SUMATERASELATAN;BTDSBH220500018;25-May-22;OFFLINE;REVO;16.380.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500160;25-May-22;ONLINE;VARIO 160;26.154.000;0;KREDIT
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500051;24-May-22;OFFLINE;SCOOPY;24.023.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500066;23-May-22;OFFLINE;VARIO 160;28.480.000;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500037;24-May-22;OFFLINE;VARIO 125;25.188.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500146;24-May-22;OFFLINE;VARIO 160;26.504.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500045;24-May-22;OFFLINE;PCX160;38.397.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500049;24-May-22;OFFLINE;VARIO 125;25.188.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500118;24-May-22;OFFLINE;GENIO;20.940.000;0;KREDIT
FKH FKHC SUKABUMI;LAMPUNG;BTDSUK220500058;25-May-22;OFFLINE;VARIO 125;23.579.500;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500045;24-May-22;ONLINE;VARIO 125;24.100.000;0;KREDIT
FKH MARIORIAWA;SULAWESISELATAN;BTDMAR220500024;24-May-22;ONLINE;PCX160;32.180.000;0;KREDIT
FKH PRINGSEWU;LAMPUNG;BTDPSW220500024;24-May-22;OFFLINE;GENIO;19.585.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500062;23-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH SUKARAMI;SUMATERASELATAN;BTDSKM220400120;24-May-22;ONLINE;BEAT;19.865.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220500111;24-May-22;OFFLINE;REVO;16.290.000;0;KREDIT
FKH MOROTAI SELATAN;MALUKUUTARA;BTDMRT220500015;24-May-22;ONLINE;BEAT;21.510.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500051;24-May-22;OFFLINE;VARIO 160;28.790.000;0;KREDIT
FKH KEPULAUAN SULA;MALUKUUTARA;BTDKKS220500008;25-May-22;OFFLINE;BEAT;21.050.000;0;KREDIT
FKH KOLAKA;SULAWESITENGGARA;BTDKLK220400047;30-May-22;OFFLINE;GENIO;21.150.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500067;24-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500068;24-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKHWAITABULA;NUSATENGGARATIMUR;BTDWTB220500024;25-May-22;OFFLINE;REVO;17.773.500;0;KREDIT
FKH TERNATE UTARA;MALUKUUTARA;BTDTTU220500039;24-May-22;OFFLINE;GENIO;20.940.000;0;KREDIT
FKH TERNATE TENGAH;MALUKUUTARA;BTDTNT220500029;24-May-22;OFFLINE;GENIO;21.570.000;0;KREDIT
FKH KEPULAUAN SULA;MALUKUUTARA;BTDKKS220500010;27-May-22;OFFLINE;BEAT;21.950.000;0;KREDIT
FKH KEPULAUAN SULA;MALUKUUTARA;BTDKKS220500009;27-May-22;OFFLINE;BEAT;21.050.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500152;24-May-22;OFFLINE;VARIO 125;24.100.000;0;KREDIT
FKH AMUNTAI;KALIMANTANSELATAN;BTDAMT220500037;24-May-22;OFFLINE;VARIO 160;29.356.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500129;24-May-22;OFFLINE;BEAT;19.230.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500038;24-May-22;OFFLINE;VARIO 125;24.920.000;0;KREDIT
FKH GORONTALO;GORONTALO;BTDGTO220500049;25-May-22;OFFLINE;BEAT;19.800.000;0;KREDIT
FKH SAMARINDA ULU;KALIMANTANTIMUR;BTDSAU220500003;24-May-22;OFFLINE;SUPRA GTR 150;25.980.000;0;KREDIT
FKH TAYAH HULU;KALIMANTANBARAT;BTDTYN220500023;24-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500029;29-May-22;OFFLINE;BEAT;20.865.000;0;KREDIT
FKH CIBADAK;JAWABARAT;BTDCBD220500015;24-May-22;OFFLINE;BEAT;18.500.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500040;24-May-22;OFFLINE;SCOOPY;23.650.000;0;KREDIT
FKH AMBARAWA;LAMPUNG;BTDABW220400018;25-May-22;OFFLINE;BEAT;19.314.500;0;KREDIT
