CABANG;PROPINSI;NO ORDER;TANGGAL;SUMBER;SERIES;HARGA JUAL;DISKON;JENIS BAYAR
FKH NAGRAK;JAWABARAT;BTDNGK220500022;24-May-22;OFFLINE;VARIO 125;23.250.000;0;KREDIT
FKH KUPANG;NUSATENGGARATIMUR;BTDKPG220500053;25-May-22;OFFLINE;BEAT;19.439.000;0;KREDIT
FKH SOFIFI;MALUKUUTARA;BTDSFI220500021;25-May-22;ONLINE;BEAT;21.050.000;0;KREDIT
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500034;24-May-22;ONLINE;GENIO;19.027.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500168;25-May-22;OFFLINE;VARIO 160;26.504.000;0;KREDIT
FKH RANTEPAO;SULAWESISELATAN;BTDRTP220500013;24-May-22;OFFLINE;BEAT;19.650.000;0;KREDIT
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220500047;24-May-22;OFFLINE;VARIO 160;28.790.000;0;KREDIT
FKH PRINGSEWU;LAMPUNG;BTDPSW220500055;25-May-22;OFFLINE;CB150X;33.716.500;0;KREDIT
FKH DENPASAR;BALI;BTDDPR220500074;24-May-22;OFFLINE;PCX160;36.140.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500052;24-May-22;OFFLINE;PCX160;34.811.000;0;KREDIT
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500045;25-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500050;24-May-22;OFFLINE;PCX160;34.811.000;0;KREDIT
FKH GRONG GRONG;ACEH;BTDGRG220500055;24-May-22;OFFLINE;VARIO 125;23.693.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500031;24-May-22;OFFLINE;BEAT;19.945.000;0;KREDIT
FKH SUKABUMI;JAWABARAT;BTDSKB220500059;24-May-22;OFFLINE;PCX160;31.500.000;0;KREDIT
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500035;24-May-22;OFFLINE;BEAT;18.664.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500027;30-May-22;OFFLINE;SCOOPY;24.570.000;0;KREDIT
FKH MELIAU;KALIMANTANBARAT;BTDMIU220500011;25-May-22;OFFLINE;SUPRAX125;21.050.000;0;KREDIT
FKH FKHC KARAWACI;BANTEN;BTDKWC220500038;31-May-22;OFFLINE;VARIO 160;26.504.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500111;24-May-22;OFFLINE;BEAT;18.900.000;0;KREDIT
FKH PONTIANAK SELATAN;KALIMANTANBARAT;BTDPTS220500010;24-May-22;OFFLINE;VARIO 160;28.180.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500024;27-May-22;OFFLINE;BEAT;18.900.000;0;KREDIT
FKH JUNGKAT;KALIMANTANBARAT;BTDJGT220400036;24-May-22;OFFLINE;VARIO 125;24.410.000;0;KREDIT
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500048;25-May-22;OFFLINE;VARIO 125;24.888.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500069;24-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500095;24-May-22;OFFLINE;CBR 150R;36.450.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500068;24-May-22;OFFLINE;VARIO 160;28.790.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500051;24-May-22;OFFLINE;GENIO;21.342.000;0;KREDIT
FKH KAPUAS;KALIMANTANTENGAH;BTDPUA220500064;24-May-22;OFFLINE;SCOOPY;23.486.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500137;24-May-22;OFFLINE;PCX160;31.550.000;0;KREDIT
FKH BANDAR LAMPUNG;LAMPUNG;BTDLPG220500059;25-May-22;OFFLINE;GENIO;19.417.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500052;24-May-22;OFFLINE;CB150R;32.490.000;0;KREDIT
FKH MALINAU;KALIMANTANUTARA;BTDMLU220500030;24-May-22;OFFLINE;VARIO 160;29.020.000;0;KREDIT
FKH TALIWANG;NUSATENGGARABARAT;BTDTLW220500016;24-May-22;OFFLINE;BEAT;19.945.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500002;24-May-22;OFFLINE;PCX160;34.180.000;0;KREDIT
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500066;24-May-22;OFFLINE;VARIO 125;24.720.000;0;KREDIT
FKH GRONG GRONG;ACEH;BTDGRG220500060;24-May-22;OFFLINE;VARIO 160;27.231.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500037;24-May-22;OFFLINE;BEAT;20.365.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500074;24-May-22;OFFLINE;VARIO 160;28.790.000;0;KREDIT
FKH PANGKAL BALAM;KEPULAUANBANGKABELIT;BTDPGB220500019;28-May-22;OFFLINE;VARIO 160;31.771.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500056;25-May-22;OFFLINE;BEAT;20.155.000;0;KREDIT
FKH SIMPANG BRAYAN;SUMATERAUTARA;BTDSPB220500019;24-May-22;OFFLINE;GENIO;19.780.000;0;KREDIT
FKHKEMUNING;SUMATERASELATAN;BTDKMN220400051;27-May-22;OFFLINE;BEAT;19.865.000;0;KREDIT
FKH ANTANG;SULAWESISELATAN;BTDATG220500074;25-May-22;OFFLINE;GENIO;20.390.000;0;KREDIT
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500053;25-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH BINTUHAN;BENGKULU;BTDBTH220500028;24-May-22;OFFLINE;REVO;15.450.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500020;24-May-22;OFFLINE;CB150R;29.680.000;0;KREDIT
FKH PARINDU;KALIMANTANBARAT;BTDPRD220500014;27-May-22;ONLINE;REVO;17.180.000;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500041;25-May-22;OFFLINE;VARIO 125;25.188.000;0;KREDIT
FKH LEMBUR SITU;JAWABARAT;BTDLBS220500006;25-May-22;OFFLINE;BEAT;18.500.000;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500038;25-May-22;OFFLINE;PCX160;34.811.000;0;KREDIT
FKHC CIKUPA;DKIJAKARTA;BTDCKU220400014;30-May-22;OFFLINE;SUPRAX125;20.088.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500057;25-May-22;OFFLINE;BEAT;19.956.500;0;KREDIT
FKH MOROTAI SELATAN;MALUKUUTARA;BTDMRT220500016;25-May-22;ONLINE;BEAT;21.510.000;0;KREDIT
FKH SEBERANG HULU;SUMATERASELATAN;BTDSBH220500019;25-May-22;OFFLINE;BEAT;19.865.000;0;KREDIT
FKH SEBERANG HULU;SUMATERASELATAN;BTDSBH220500015;25-May-22;OFFLINE;VARIO 160;27.190.000;0;KREDIT
FKH MANADO;SULAWESIUTARA;BTDMDO220400057;24-May-22;OFFLINE;VARIO 160;27.390.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500069;24-May-22;OFFLINE;PCX160;34.180.000;0;KREDIT
FKH SINGKAWANG;KALIMANTANBARAT;BTDSKW220500022;30-May-22;OFFLINE;VARIO 160;30.540.000;0;KREDIT
FKH PALOPO;SULAWESISELATAN;BTDPLP220500071;24-May-22;OFFLINE;VARIO 160;29.840.000;0;KREDIT
FKH AMUNTAI;KALIMANTANSELATAN;BTDAMT220500038;25-May-22;OFFLINE;VARIO 160;26.367.000;0;KREDIT
FKHWAITABULA;NUSATENGGARATIMUR;BTDWTB220500025;25-May-22;OFFLINE;BEAT;19.956.500;0;KREDIT
FKH FKHC SUKABUMI;LAMPUNG;BTDSUK220500055;25-May-22;OFFLINE;BEAT;19.314.500;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500041;24-May-22;OFFLINE;REVO;16.880.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500015;24-May-22;OFFLINE;GENIO;20.980.000;0;KREDIT
FKH PALOPO;SULAWESISELATAN;BTDPLP220500070;27-May-22;OFFLINE;BEAT;20.110.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500034;24-May-22;OFFLINE;BEAT;20.365.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500040;24-May-22;OFFLINE;REVO;16.880.000;0;KREDIT
FKH PALEMBANG;SUMATERASELATAN;BTDPLM220500055;25-May-22;OFFLINE;VARIO 125;24.420.000;0;KREDIT
FKH ANTANG;SULAWESISELATAN;BTDATG220500070;25-May-22;OFFLINE;BEAT;19.185.000;0;KREDIT
FKH PARINDU;KALIMANTANBARAT;BTDPRD220500011;24-May-22;ONLINE;REVO;17.180.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500022;25-May-22;OFFLINE;VARIO 125;23.330.000;0;KREDIT
FKH TAMAFKHARI;KEPULAUANBANGKABELIT;BTDTMS220500028;28-May-22;OFFLINE;VARIO 160;32.407.000;0;KREDIT
FKH LASUSUA;SULAWESITENGGARA;BTDLSU220500003;28-May-22;OFFLINE;PCX160;36.780.000;0;KREDIT
FKH SUNGAI LIAT;KEPULAUANBANGKABELIT;BTDSNL220500046;25-May-22;OFFLINE;VARIO 160;30.874.750;0;KREDIT
FKH DARUL IMARAH;ACEH;BTDDRI220500009;25-May-22;OFFLINE;VARIO 125;23.693.000;0;KREDIT
FKH TOPOYO;SULAWESIBARAT;BTDTPY220500024;24-May-22;OFFLINE;SCOOPY;23.220.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500119;27-May-22;OFFLINE;VARIO 160;29.229.000;0;KREDIT
FKH SUKARAMI;SUMATERASELATAN;BTDSKM220400077;25-May-22;ONLINE;BEAT;19.865.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220400137;25-May-22;OFFLINE;PCX160;37.005.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220400206;30-May-22;OFFLINE;BEAT;18.678.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500043;24-May-22;OFFLINE;BEAT;21.510.000;0;KREDIT
FKHKEMUNING;SUMATERASELATAN;BTDKMN220500019;25-May-22;OFFLINE;GENIO;19.900.000;0;KREDIT
FKH SAWAH BESAR;DKIJAKARTA;BTDSWB220500106;25-May-22;OFFLINE;BEAT;18.791.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500053;25-May-22;OFFLINE;BEAT;20.175.000;0;KREDIT
FKH PUTUSSIBAU;KALIMANTANBARAT;BTDPSU220500038;25-May-22;OFFLINE;SUPRAX125;21.050.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500184;25-May-22;OFFLINE;BEAT;18.791.000;0;KREDIT
FKH TAMAFKHARI;KEPULAUANBANGKABELIT;BTDTMS220500027;27-May-22;OFFLINE;VARIO 160;32.407.000;0;KREDIT
FKH KUPANG;NUSATENGGARATIMUR;BTDKPG220500059;25-May-22;OFFLINE;SCOOPY;22.864.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500185;27-May-22;OFFLINE;BEAT;18.791.000;0;KREDIT
FKH LEMBUR SITU;JAWABARAT;BTDLBS220500015;25-May-22;OFFLINE;GENIO;19.325.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500046;25-May-22;OFFLINE;SCOOPY;23.520.000;0;KREDIT
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500026;25-May-22;OFFLINE;VARIO 160;27.690.000;0;KREDIT
FKH SUKARAMI;SUMATERASELATAN;BTDSKM220500070;27-May-22;ONLINE;REVO;16.380.000;0;KREDIT
FKH BATURAJA;SUMATERASELATAN;BTDBTR220500006;25-May-22;OFFLINE;REVO;16.880.000;0;KREDIT
FKH SLIPI;BANTEN;BTDSLP220500170;25-May-22;OFFLINE;PCX160;37.005.000;1.000.000;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500070;24-May-22;OFFLINE;ADV 150;40.415.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500070;25-May-22;OFFLINE;BEAT;19.980.000;0;KREDIT
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500044;25-May-22;OFFLINE;BEAT;20.365.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500055;25-May-22;OFFLINE;VARIO 160;31.486.000;0;KREDIT
FKH ISIMU;GORONTALO;BTDISI220500010;25-May-22;OFFLINE;BEAT;19.800.000;0;KREDIT
FKH GORONTALO;GORONTALO;BTDGTO220400140;27-May-22;OFFLINE;SCOOPY;22.320.000;0;KREDIT
FKH KEMILING;LAMPUNG;BTDKMI220500007;27-May-22;OFFLINE;GENIO;20.176.000;0;KREDIT
FKH DENPASAR;BALI;BTDDPR220500080;25-May-22;OFFLINE;VARIO 160;26.980.000;0;KREDIT
FKH BANJARMASIN;KALIMANTANSELATAN;BTDBJM220500035;25-May-22;OFFLINE;CBR 150R;36.744.000;0;KREDIT
FKH BANJARMASIN;KALIMANTANSELATAN;BTDBJM220500039;25-May-22;OFFLINE;GENIO;19.764.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDTEN220500012;28-May-22;OFFLINE;BEAT;19.980.000;0;KREDIT
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500050;25-May-22;OFFLINE;BEAT;20.365.000;0;KREDIT
FKH JENGGALA;NUSATENGGARABARAT;BTDJGL220500001;25-May-22;OFFLINE;VARIO 160;27.950.000;0;KREDIT
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500055;25-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500052;25-May-22;OFFLINE;VARIO 125;24.920.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220400214;25-May-22;OFFLINE;BEAT;17.435.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220500080;25-May-22;OFFLINE;REVO;14.470.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500039;25-May-22;OFFLINE;REVO;18.130.000;0;KREDIT
FKH SOFIFI;MALUKUUTARA;BTDSFI220500022;25-May-22;ONLINE;REVO;17.850.000;0;KREDIT
FKH KLUNGKUNG;BALI;BTDKLG220500030;25-May-22;ONLINE;VARIO 160;26.980.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500048;25-May-22;ONLINE;BEAT;19.780.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500076;31-May-22;OFFLINE;VARIO 125;22.174.000;0;KREDIT
FKH TERNATE UTARA;MALUKUUTARA;BTDTTU220500042;29-May-22;OFFLINE;SCOOPY;23.150.000;0;KREDIT
FKH BENGKULU;BENGKULU;BTDBKL220500105;25-May-22;OFFLINE;VARIO 160;26.330.000;0;KREDIT
FKH PUTUSSIBAU;KALIMANTANBARAT;BTDPSU220500039;25-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500116;25-May-22;OFFLINE;BEAT;19.185.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500182;27-May-22;OFFLINE;VARIO 125;23.866.500;0;KREDIT
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500046;30-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKHMAULAFA;NUSATENGGARATIMUR;BTDMLF220500019;25-May-22;OFFLINE;BEAT;19.439.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500047;25-May-22;ONLINE;SCOOPY;22.720.000;0;KREDIT
FKH KAHU;SULAWESISELATAN;BTDKHU220500011;27-May-22;OFFLINE;BEAT;19.330.000;0;KREDIT
FKH MAMUJU;SULAWESIBARAT;BTDMMJ220500025;25-May-22;OFFLINE;REVO;18.120.000;0;KREDIT
FKH SAROLANGUN;JAMBI;BTDSRO220500055;25-May-22;OFFLINE;REVO;14.470.000;0;KREDIT
FKH SIMPANG BRAYAN;SUMATERAUTARA;BTDSPB220500014;25-May-22;OFFLINE;VARIO 160;26.880.000;0;KREDIT
FKH SAROLANGUN;JAMBI;BTDSRO220500054;25-May-22;OFFLINE;VARIO 160;28.130.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500023;25-May-22;OFFLINE;BEAT;19.030.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220300106;27-May-22;OFFLINE;GENIO;18.410.000;0;KREDIT
FKH SUKARAMI;SUMATERASELATAN;BTDSKM220500073;25-May-22;ONLINE;SUPRAX125;20.610.000;0;KREDIT
FKH GRONG GRONG;ACEH;BTDGRG220500065;25-May-22;OFFLINE;VARIO 160;27.231.000;0;KREDIT
FKH MANDONGA;SULAWESITENGGARA;BTDMDA220500008;25-May-22;OFFLINE;GENIO;21.150.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500066;25-May-22;OFFLINE;BEAT;19.230.000;0;KREDIT
FKH SAROLANGUN;JAMBI;BTDSRO220400160;27-May-22;OFFLINE;BEAT;17.435.000;0;KREDIT
FKH TOPOYO;SULAWESIBARAT;BTDTPY220500026;25-May-22;OFFLINE;SCOOPY;23.220.000;0;KREDIT
FKH BALIKPAPAN;KALIMANTANTIMUR;BTDBPN220500021;25-May-22;OFFLINE;VARIO 125;24.330.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500016;25-May-22;OFFLINE;SUPRAX125;20.360.000;0;KREDIT
FKHPARITTANJUNGPANDAN;KEPULAUANBANGKABELIT;BTDPRT220500010;25-May-22;OFFLINE;VARIO 125;25.744.000;0;KREDIT
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220500034;25-May-22;OFFLINE;GENIO;21.160.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220500090;25-May-22;OFFLINE;REVO;14.470.000;0;KREDIT
FKH BALIKPAPAN SELATAN;KALIMANTANTIMUR;BTDBPS220500004;25-May-22;OFFLINE;GENIO;21.230.000;0;KREDIT
FKH SAROLANGUN;JAMBI;BTDSRO220400035;25-May-22;OFFLINE;PCX160;34.160.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500024;25-May-22;OFFLINE;GENIO;19.780.000;0;KREDIT
FKH MAKALE;SULAWESISELATAN;BTDMKL220500050;28-May-22;OFFLINE;BEAT;19.650.000;0;KREDIT
FKH KEMBANG TANJONG;ACEH;BTDKBJ220500006;25-May-22;OFFLINE;BEAT;19.534.000;0;KREDIT
FKH BACAN;MALUKUUTARA;BTDBCN220500048;27-May-22;OFFLINE;BEAT;20.600.000;0;KREDIT
FKH BINTUHAN;BENGKULU;BTDBTH220500010;25-May-22;OFFLINE;BEAT;19.135.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500123;25-May-22;OFFLINE;BEAT;21.110.000;0;KREDIT
FKH ENDE;NUSATENGGARATIMUR;BTDNDE220500024;25-May-22;OFFLINE;VARIO 125;24.132.500;0;KREDIT
FKH BINTUHAN;BENGKULU;BTDBTH220500013;25-May-22;OFFLINE;BEAT;18.440.000;0;KREDIT
FKH PALOPO;SULAWESISELATAN;BTDPLP220500056;25-May-22;OFFLINE;GENIO;20.390.000;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500040;25-May-22;OFFLINE;PCX160;35.161.000;0;KREDIT
FKH FKHC SUKABUMI;LAMPUNG;BTDSUK220500014;27-May-22;OFFLINE;VARIO 160;26.935.000;0;KREDIT
FKH BENGKULU;BENGKULU;BTDBKL220500109;25-May-22;OFFLINE;VARIO 125;22.730.000;0;KREDIT
FKH MATARAM BARU;LAMPUNG;BTDMRB220500009;27-May-22;OFFLINE;VARIO 160;30.023.000;0;KREDIT
FKH BELIMBING;KALIMANTANBARAT;BTDBLB220500024;25-May-22;OFFLINE;GENIO;20.320.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500159;27-May-22;OFFLINE;BEAT;18.820.000;0;KREDIT
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220500071;27-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500082;27-May-22;OFFLINE;VARIO 160;28.790.000;0;KREDIT
FKH AMUNTAI TENGAH;KALIMANTANSELATAN;BTDATT220500015;25-May-22;OFFLINE;VARIO 160;26.367.000;0;KREDIT
FKH LASUSUA;SULAWESITENGGARA;BTDLSU220500004;28-May-22;OFFLINE;BEAT;19.900.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500054;25-May-22;OFFLINE;GENIO;21.160.000;0;KREDIT
FKH SEMANU;DAERAHISTIMEWAYOGYAK;BTDSNU220500005;25-May-22;OFFLINE;VARIO 125;23.210.000;0;KREDIT
FKH MARTAPURA;SUMATERASELATAN;BTDMTP220500023;25-May-22;ONLINE;BEAT;20.365.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500072;25-May-22;OFFLINE;BEAT;19.980.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500125;25-May-22;OFFLINE;BEAT;21.010.000;0;KREDIT
FKH MALINAU;KALIMANTANUTARA;BTDMLU220500031;25-May-22;OFFLINE;VARIO 150;27.345.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500050;25-May-22;OFFLINE;VARIO 160;28.790.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500083;27-May-22;OFFLINE;GENIO;21.160.000;0;KREDIT
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500052;25-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500049;25-May-22;ONLINE;VARIO 160;28.570.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220500085;27-May-22;OFFLINE;BEAT;17.435.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500053;27-May-22;OFFLINE;CRF150L;37.279.000;0;KREDIT
FKH BACAN;MALUKUUTARA;BTDBCN220500049;27-May-22;OFFLINE;BEAT;20.600.000;0;KREDIT
FKH BACAN;MALUKUUTARA;BTDBCN220500052;27-May-22;OFFLINE;BEAT;20.600.000;0;KREDIT
FKH MELIAU;KALIMANTANBARAT;BTDMIU220500012;27-May-22;OFFLINE;SUPRAX125;21.050.000;0;KREDIT
FKH MARTAPURA;SUMATERASELATAN;BTDMTP220500018;25-May-22;OFFLINE;BEAT;20.365.000;0;KREDIT
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500039;25-May-22;ONLINE;GENIO;19.027.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500058;27-May-22;OFFLINE;VARIO 125;25.744.000;0;KREDIT
FKH SARUDDU;SULAWESIBARAT;BTDSAR220500003;27-May-22;OFFLINE;GENIO;20.950.000;0;KREDIT
FKH BALIKPAPAN;KALIMANTANTIMUR;BTDBPN220500022;25-May-22;OFFLINE;VARIO 160;28.860.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500193;27-May-22;OFFLINE;BEAT;18.791.000;0;KREDIT
FKH MAJENE;SULAWESIBARAT;BTDMJN220500030;27-May-22;OFFLINE;SCOOPY;23.520.000;0;KREDIT
FKH RANTEPAO;SULAWESISELATAN;BTDRTP220500016;25-May-22;OFFLINE;BEAT;20.110.000;0;KREDIT
FKH BELIMBING;KALIMANTANBARAT;BTDBLB220500023;27-May-22;OFFLINE;REVO;18.690.000;0;KREDIT
FKH BELIMBING;KALIMANTANBARAT;BTDBLB220400029;27-May-22;OFFLINE;VARIO 125;24.910.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220300057;27-May-22;OFFLINE;GENIO;19.900.000;0;KREDIT
FKH BELIMBING;KALIMANTANBARAT;BTDBLB220500021;27-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH MASAMBA 2;SULAWESISELATAN;BTDMAM220500005;27-May-22;OFFLINE;BEAT;19.430.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500167;27-May-22;OFFLINE;BEAT;18.820.000;0;KREDIT
FKH SOPPENG;SULAWESISELATAN;BTDSPG220500039;28-May-22;OFFLINE;BEAT;19.550.000;0;KREDIT
BABAT TOMAN;SUMATERASELATAN;BTDBBT220500007;25-May-22;OFFLINE;BEAT;20.365.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500054;27-May-22;OFFLINE;GENIO;19.375.000;0;KREDIT
FKH PAGESANGAN;NUSATENGGARABARAT;BTDPGT220500013;27-May-22;OFFLINE;VARIO 160;31.160.000;0;KREDIT
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220500067;27-May-22;OFFLINE;REVO;18.690.000;0;KREDIT
FKH SEKAYU;SUMATERASELATAN;BTDSKY220500043;27-May-22;OFFLINE;BEAT;20.365.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500138;27-May-22;OFFLINE;VARIO 125;22.525.000;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500042;27-May-22;OFFLINE;PCX160;35.161.000;0;KREDIT
FKH TELUK BETUNG UTARA;LAMPUNG;BTDTBU220500029;27-May-22;OFFLINE;GENIO;20.176.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500031;29-May-22;OFFLINE;BEAT;21.540.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500056;27-May-22;OFFLINE;BEAT;20.952.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500043;27-May-22;OFFLINE;VARIO 160;29.875.000;0;KREDIT
FKH SINGKAWANG;KALIMANTANBARAT;BTDSKW220500024;25-May-22;OFFLINE;VARIO 160;28.480.000;0;KREDIT
FKH ENDE SELATAN;NUSATENGGARATIMUR;BTDEDS220500011;27-May-22;OFFLINE;BEAT;19.871.500;0;KREDIT
FKH BACAN;MALUKUUTARA;BTDBCN220500051;27-May-22;OFFLINE;BEAT;21.510.000;0;KREDIT
FKH PRINGSEWU;LAMPUNG;BTDPSW220500063;27-May-22;OFFLINE;BEAT;19.314.500;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500140;27-May-22;ONLINE;VARIO 125;23.450.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500194;27-May-22;OFFLINE;VARIO 125;24.027.500;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500044;27-May-22;OFFLINE;VARIO 160;29.972.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500193;27-May-22;OFFLINE;VARIO 160;29.229.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500205;27-May-22;OFFLINE;VARIO 160;29.229.000;0;KREDIT
